編號,詞語,語源,義項,詞類,等級,標籤,TL,POJ,方言差,近義詞,反義詞,相關詞,附註,動詞變化,翻譯,,分類
14012,有賰,,18949,副,,,由「有餘」引申為「非常」之意。,,,,,,,ū-tshun,ū-chhun,https://sutian.moe.edu.tw/zh-hant/su/14012/#18949,
14013,死殗殗,,18950,形,,,死氣沉沉、要死不活。,,,28585#22746|28585#22747,5201#7293,,,sí-giān-giān,sí-giān-giān,https://sutian.moe.edu.tw/zh-hant/su/14013/#18950,
14013,死殗殗,,18951,形,,,死翹翹、往生。屬於較為俚俗的說法。,,,2466#3444|19973,,,,sí-giān-giān,sí-giān-giān,https://sutian.moe.edu.tw/zh-hant/su/14013/#18951,
14014,死鹹,,18952,形,,,過鹹。因為調味不當，以至於食物只有死板的鹹味，吃不出食材的鮮美風味。,,,13077#17748,,,,sí-kiâm,sí-kiâm,https://sutian.moe.edu.tw/zh-hant/su/14014/#18952,
14015,死體,JPN473,18953,名,,,屍體。,,,3438#4807|23298,,,,sí-thé,sí-thé,https://sutian.moe.edu.tw/zh-hant/su/14015/#18953,
14016,百百款,,18954,名,,,許多不同的式樣和種類。,,,,,,,pah-pah-khuán,pah-pah-khoán,https://sutian.moe.edu.tw/zh-hant/su/14016/#18954,
14017,百面,,18955,副,,,必定、一定。百分之百的可能性。,,,,,,,pah-bīn,pah-bīn,https://sutian.moe.edu.tw/zh-hant/su/14017/#18955,
14018,竹田嬰,,18956,名,,,竹蜻蜓。一種古老的兒童玩具。簡單的製作法是在螺旋槳狀的竹片中央插入細竹棒作軸，狀似蜻蜓，搓轉細軸，可使其整個飛轉而出。,,,,,,,tik-tshân-enn/tik-tshân-inn,tek-chhân-eⁿ/tek-chhân-iⁿ,https://sutian.moe.edu.tw/zh-hant/su/14018/#18956,
14019,竹模,,18957,名,,,竹叢。,,,19975,,,,tik-bôo,tek-bô͘,https://sutian.moe.edu.tw/zh-hant/su/14019/#18957,
14020,竹篙厝,,18958,名,,,舊時對長條街屋的稱呼，指單開間、長條狀的平面格局，一進一進向後延伸的店屋。,,,,,,,tik-ko-tshù,tek-ko-chhù,https://sutian.moe.edu.tw/zh-hant/su/14020/#18958,
14021,竹雞仔車,,18959,名,,,野雞車。未經登記而非法營業的客運。,,,8080#11204,,,,tik-ke-á-tshia/tik-kue-á-tshia,tek-ke-á-chhia/tek-koe-á-chhia,https://sutian.moe.edu.tw/zh-hant/su/14021/#18959,
14022,老孤𣮈,,18960,名,,,滿門死絕而孤身無靠的老人。,,,3822#5348,,,,lāu-koo-khu̍t,lāu-ko͘-khu̍t,https://sutian.moe.edu.tw/zh-hant/su/14022/#18960,生活狀況|詈語
14022,老孤𣮈,,18961,名,,粗,孤獨老人 ，對年老而孤僻者的蔑稱。,,,3823#5350,,,,lāu-koo-khu̍t,lāu-ko͘-khu̍t,https://sutian.moe.edu.tw/zh-hant/su/14022/#18961,生活狀況|詈語
14023,肉幼仔,,18962,名,,,肉屑。,,,19977,,,,bah-iù-á,bah-iù-á,https://sutian.moe.edu.tw/zh-hant/su/14023/#18962,
14023,肉幼仔,,18963,名,,,引申為剩下較細小的或較沒有用處的部分。,,,,,,,bah-iù-á,bah-iù-á,https://sutian.moe.edu.tw/zh-hant/su/14023/#18963,
14023,肉幼仔,,18964,名,,,亦指息肉或皮贅。,,,19978,,,,bah-iù-á,bah-iù-á,https://sutian.moe.edu.tw/zh-hant/su/14023/#18964,
14024,肉糋,,18965,名,,,炸肉。,,,,,,,bah-tsìnn,bah-chìⁿ,https://sutian.moe.edu.tw/zh-hant/su/14024/#18965,
14025,肉繭仔,,18966,,,,用網紗油裹肉餡後油炸的一種肉卷。「肉繭仔」為南部人的稱呼。,,,12686#17272|19979|19980|19981,,,,bah-kián-á,bah-kián-á,https://sutian.moe.edu.tw/zh-hant/su/14025/#18966,
14026,自早,,18967,副,,,從前、從來、一向。,,,7244#10054,,,,tsū-tsá,chū-chá,https://sutian.moe.edu.tw/zh-hant/su/14026/#18967,副詞
14027,自作自專,,18968,動,,,擅作主張、獨斷獨行。指不聽從、不遵守上級或長輩的指示，擅自做決定。,,,277#409,,,,tsū-tsok-tsū-tsuan,chū-chok-chū-choan,https://sutian.moe.edu.tw/zh-hant/su/14027/#18968,一般動詞-行為動詞
14028,自家用的,,18969,名,,,指自家轎車；私人使用的。,,,,19982|19983|19984,,,tsū-ka-iōng--ê,chū-ka-iōng--ê,https://sutian.moe.edu.tw/zh-hant/su/14028/#18969,生活用品|交通、運輸
14029,血崩山,,18970,動,,,血崩。指婦女生殖器官內大量出血的症狀。,,,,,,,hueh-pang-suann/huih-pang-suann,hoeh-pang-soaⁿ/huih-pang-soaⁿ,https://sutian.moe.edu.tw/zh-hant/su/14029/#18970,傷疾病痛
14030,行去,,18971,動,,,蹺辮子；死。,,V903,2443#3406|2457#3434|2466#3444|3897#5456|10186#14000|10189#14003|27533#22081,,,,kiânn--khì,kiâⁿ--khì,https://sutian.moe.edu.tw/zh-hant/su/14030/#18971,生養老死
14031,行袂開跤,,18972,熟,,,走不開、無法走開。,,,,,,,kiânn-bē-khui-kha/kiânn-buē-khui-kha,kiâⁿ-bē-khui-kha/kiâⁿ-bōe-khui-kha,https://sutian.moe.edu.tw/zh-hant/su/14031/#18972,一般動詞-靜態動詞
14032,行船人,,18973,名,,,船員。,,,7797#10822|19985|24692,,,,kiânn-tsûn-lâng,kiâⁿ-chûn-lâng,https://sutian.moe.edu.tw/zh-hant/su/14032/#18973,地位、身世、背景|相關用語
14033,行跤花,,18974,動,,,漫步、閒逛。,,,2724#3771|13816#18699|24868,,,,kiânn-kha-hue,kiâⁿ-kha-hoe,https://sutian.moe.edu.tw/zh-hant/su/14033/#18974,休閒、娛樂|一般動詞-活動動詞
14034,伸捙,,18975,形,,,（說）清楚使談話對象理解並接受。,,,,6664#9265,,,tshun-tshia,chhun-chhia,https://sutian.moe.edu.tw/zh-hant/su/14034/#18975,才智能力|語言、文字、符號
14035,低路師,,18976,名,,,技藝很差的工匠，引申泛指能力很差的人。,,,1534#2126,,,,kē-lōo-sai,kē-lō͘-sai,https://sutian.moe.edu.tw/zh-hant/su/14035/#18976,
14036,占贏,,18977,動,,,佔上風、不肯認輸。,,,,,,,tsiàm-iânn,chiàm-iâⁿ,https://sutian.moe.edu.tw/zh-hant/su/14036/#18977,
14037,佗落,,18978,疑問,,,哪裡。什麼地方。,,V219,2894#3989,,,,tó-lo̍h/tá-lo̍h,tó-lo̍h/tá-lo̍h,https://sutian.moe.edu.tw/zh-hant/su/14037/#18978,
14038,佛手柑,,18979,名,,,佛手柑。又稱香櫞。植物名，芸香科，常綠喬木。葉互生，長橢圓形。花白色而厚，有芳香。果實成熟時會分裂成細長彎曲的果瓣，狀如手指，故名佛手柑。可做藥物或食品原料，果皮與花均可提取香油。,,,19987,,,,hu̍t-tshiú-kam,hu̍t-chhiú-kam,https://sutian.moe.edu.tw/zh-hant/su/14038/#18979,
14039,冷嗽,,18980,名,,,因風寒引起的咳嗽，患者的痰多是白色而且稀薄，流出鼻涕也如清水。,,,19988,11233#15357,,,líng-sàu,léng-sàu,https://sutian.moe.edu.tw/zh-hant/su/14039/#18980,
14040,卵白質,,18981,名,,,蛋白質。生物體內的一種大分子，由多種胺基酸聚合而成，為生物體生存、生長、繁殖所不可或缺。,,,,,,,nn̄g-pe̍h-tsit,nn̄g-pe̍h-chit,https://sutian.moe.edu.tw/zh-hant/su/14040/#18981,
14041,呔會,,18982,疑問,,,怎麼會、豈會。為偏漳腔地區詞彙。,,,5842#8146|19989,,,,thài ē,thài ē,https://sutian.moe.edu.tw/zh-hant/su/14041/#18982,疑問詞
14042,囤貨,,18983,動,,,囤積貨物。,,,,,,,tún-huè/tún-hè,tún-hòe/tún-hè,https://sutian.moe.edu.tw/zh-hant/su/14042/#18983,
14043,囥話,,18984,動,,,藏話。藏得住別人的話、守得住別人的秘密。,,,,,,,khǹg-uē,khǹg-ōe,https://sutian.moe.edu.tw/zh-hant/su/14043/#18984,
14044,坉錢,,18985,動,,,填補本錢、彌補資金缺口。,,,,,,,thūn-tsînn,thūn-chîⁿ,https://sutian.moe.edu.tw/zh-hant/su/14044/#18985,財務單位、活動|一般動詞-行為動詞
14045,坐毋著,,18986,動,,,賠不是。,,,13772#18646|14380#19424|19831|19832,,,,tshē-m̄-tio̍h,chhē-m̄-tio̍h,https://sutian.moe.edu.tw/zh-hant/su/14045/#18986,一般動詞-靜態動詞
14046,坐底,,18987,動,,,桶子、瓶子等容器的底部脫落。,,,9380#12887,,,,tshē-té/tshē-tué,chhē-té/chhē-tóe,https://sutian.moe.edu.tw/zh-hant/su/14046/#18987,一般動詞-活動動詞
14046,坐底,,18988,動,,,沉澱。,,,3039#4192,,,,tshē-té/tshē-tué,chhē-té/chhē-tóe,https://sutian.moe.edu.tw/zh-hant/su/14046/#18988,一般動詞-活動動詞
14046,坐底,,18989,動,,,指沉入水底。,,,3302#4592,,,,tshē-té/tshē-tué,chhē-té/chhē-tóe,https://sutian.moe.edu.tw/zh-hant/su/14046/#18989,一般動詞-活動動詞
14047,妝娗,,18990,動,,,化妝、打扮。,,,1709#2369|3051#4207|14208#19207,29378#23029,,,tsng-thānn,chng-thāⁿ,https://sutian.moe.edu.tw/zh-hant/su/14047/#18990,
14047,妝娗,,18991,名,,,裝飾、裝飾品。,,,,,,,tsng-thānn,chng-thāⁿ,https://sutian.moe.edu.tw/zh-hant/su/14047/#18991,
14048,孝尾囝,,18992,名,,,遺腹子。婦人懷孕之後，丈夫不久過世，所生的子女。,,,19991|19992|19993,,,,hà-bué-kiánn/hà-bé-kiánn,hà-bóe-kiáⁿ/hà-bé-kiáⁿ,https://sutian.moe.edu.tw/zh-hant/su/14048/#18992,
14048,孝尾囝,,18993,名,,,引申為罵人不長進。,,,,,,,hà-bué-kiánn/hà-bé-kiánn,hà-bóe-kiáⁿ/hà-bé-kiáⁿ,https://sutian.moe.edu.tw/zh-hant/su/14048/#18993,
14049,孝男面,,18994,名,,,哭喪著臉。帶有貶意的說法。,,,14133#19106,,,,hàu-lâm-bīn,hàu-lâm-bīn,https://sutian.moe.edu.tw/zh-hant/su/14049/#18994,
14050,尾來,,18995,副,,,到最後、結果。,,,3067#4242|9903#13613|9904#13614,6777#9414|12051#16437,,,bué--lâi/bé--lâi,bóe--lâi/bé--lâi,https://sutian.moe.edu.tw/zh-hant/su/14050/#18995,
14051,尿滓,,18996,名,,,尿的沉澱物。,,,,,,,jiō-tái/liō-tái,jiō-tái/liō-tái,https://sutian.moe.edu.tw/zh-hant/su/14051/#18996,
14052,忘恩背義,,18997,熟,,,忘恩負義。,,,,,,,bōng-un-puē-gī,bōng-un-pōe-gī,https://sutian.moe.edu.tw/zh-hant/su/14052/#18997,
14053,李仔攕,,18998,名,,,糖葫蘆。用李子做的糖葫蘆。,,,,,,,lí-á-tshiám,lí-á-chhiám,https://sutian.moe.edu.tw/zh-hant/su/14053/#18998,
14054,汫水魚,,18999,名,,,淡水魚。,,,,13852#18739,,,tsiánn-tsuí-hî/tsiánn-tsuí-hû,chiáⁿ-chúi-hî/chiáⁿ-chúi-hû,https://sutian.moe.edu.tw/zh-hant/su/14054/#18999,
14055,牢腹,,19000,動,,,吃下去的食物能留在腹中被吸收。,,,,,,,tiâu-pak,tiâu-pak,https://sutian.moe.edu.tw/zh-hant/su/14055/#19000,
14055,牢腹,,19001,動,,,學業完全吸收、明白之後能被牢牢記住。,,,,,,,tiâu-pak,tiâu-pak,https://sutian.moe.edu.tw/zh-hant/su/14055/#19001,
14056,罕罕仔,,19002,副,,,偶爾、難得、久久一次。,,,28417#22614|29811#23388,28408#22605|29812#23312,,,hán-hán--á,hán-hán--á,https://sutian.moe.edu.tw/zh-hant/su/14056/#19002,
14057,育𤆬,,19003,動,,,養育和照顧(小孩)。,,,,,,,io-tshuā,io-chhōa,https://sutian.moe.edu.tw/zh-hant/su/14057/#19003,
14058,見效,,19004,動,,,收效。指一種方式產生了效果。,,,19998,,,,kiàn-hāu,kiàn-hāu,https://sutian.moe.edu.tw/zh-hant/su/14058/#19004,
14059,角蜂,,19005,名,,,虎頭蜂、胡蜂、黃蜂。昆蟲名。身上有黑黃相間的條紋，腹部尾端的螫針和毒腺相連接，螫人的時候會將毒液注入人體，使人致命。,,,,,,,kak-phang,kak-phang,https://sutian.moe.edu.tw/zh-hant/su/14059/#19005,
14059,角蜂,,19006,名,,,引申指壞人、兇猛的人。,,,,,,,kak-phang,kak-phang,https://sutian.moe.edu.tw/zh-hant/su/14059/#19006,
14060,豆仔魚,,19007,名,,,大鱗鮻。魚類。食用魚種，外觀近似於烏魚，體長約20至25公分，最長可達35公分。,,,,,,,tāu-á-hî/tāu-á-hû,tāu-á-hî/tāu-á-hû,https://sutian.moe.edu.tw/zh-hant/su/14060/#19007,
14061,赤焱焱,,19008,形,,,炎熱。常用於形容陽光酷烈。,,,25121,29894#23368,,,tshiah-iānn-iānn,chhiah-iāⁿ-iāⁿ,https://sutian.moe.edu.tw/zh-hant/su/14061/#19008,氣候溫度
14062,走水,,19009,動,,,跑單幫。行商搭船或其他交通工具前往外地採購小量貨物，帶回本地或乙地販賣。也常指鑽法律漏洞、逃税、走私。,,,,,,,tsáu-tsuí,cháu-chúi,https://sutian.moe.edu.tw/zh-hant/su/14062/#19009,
14063,街路,,19010,名,,,街道、道路。,,,8997#12371,,,,ke-lōo/kue-lōo,ke-lō͘/koe-lō͘,https://sutian.moe.edu.tw/zh-hant/su/14063/#19010,
14064,走無路,,19011,動,,,無路可逃。,,,,,,,tsáu-bô-lōo,cháu-bô-lō͘,https://sutian.moe.edu.tw/zh-hant/su/14064/#19011,
14065,走腹,,19012,動,,,腹瀉、拉肚子。,,,,,,,tsáu-pak,cháu-pak,https://sutian.moe.edu.tw/zh-hant/su/14065/#19012,
14066,走標,,19013,名,,,賽跑。,,,3441#4811|6828#9502|20000,,,,tsáu-pio,cháu-pio,https://sutian.moe.edu.tw/zh-hant/su/14066/#19013,體育、運動|一般動詞-活動動詞
14066,走標,,19014,動,,,引申泛指跑步運動，不論快慢。,,,3390#4727,,,,tsáu-pio,cháu-pio,https://sutian.moe.edu.tw/zh-hant/su/14066/#19014,體育、運動|一般動詞-活動動詞
14067,走學,,19015,動,,,逃學、翹課。,,,20001#22447|20002,,,,tsáu-o̍h,cháu-o̍h,https://sutian.moe.edu.tw/zh-hant/su/14067/#19015,
14068,走縒,,19016,動,,,走樣、失真、失序、出錯、有所偏差。,,,3488#4865|5153#7217|5532#7730|7803#10828|16960#23214|18370#22568|26081,,,,tsáu-tsua̍h,cháu-choa̍h,https://sutian.moe.edu.tw/zh-hant/su/14068/#19016,境況、狀態-擬物|一般動詞-靜態動詞
14068,走縒,,19017,動,,,器物、身體或心理發生毛病。,,,5050#7087,,,,tsáu-tsua̍h,cháu-choa̍h,https://sutian.moe.edu.tw/zh-hant/su/14068/#19017,境況、狀態-擬物|一般動詞-靜態動詞
14069,辛苦病疼,,19018,熟,,,疾病纏身。生活艱困又罹患疾病。,,,6356#8873,,,,sin-khóo-pēnn-thiànn/sin-khóo-pīnn-thiànn,sin-khó͘-pēⁿ-thiàⁿ/sin-khó͘-pīⁿ-thiàⁿ,https://sutian.moe.edu.tw/zh-hant/su/14069/#19018,
14070,車斗,,19019,名,,,車斗。貨車後方的載貨槽。,,,,,,,tshia-táu,chhia-táu,https://sutian.moe.edu.tw/zh-hant/su/14070/#19019,
14070,車斗,,19020,名,,,汽車的後車箱。,,,3439#4809|4912#6894,,,,tshia-táu,chhia-táu,https://sutian.moe.edu.tw/zh-hant/su/14070/#19020,
14070,車斗,,19021,名,,,機車的置物箱。,,,20004,,,,tshia-táu,chhia-táu,https://sutian.moe.edu.tw/zh-hant/su/14070/#19021,
14071,車母,,19022,名,,,火車頭、機關車。一種用來提供鐵路列車動力的車輛，它的作用是在軌道上驅動列車。又稱「火車母」。,,,13946#18862,,,,tshia-bú/tshia-bó,chhia-bú/chhia-bó,https://sutian.moe.edu.tw/zh-hant/su/14071/#19022,
14072,車前草,,19023,名,,,車前草，又名芣苢、車輪菜，是一種多年生草本植物，常作為野菜食用，也是瀉藥的最佳原料。,,,,,,,ki-tsiân-tsháu/ku-tsiân-tsháu,ki-chiân-chháu/ku-chiân-chháu,https://sutian.moe.edu.tw/zh-hant/su/14072/#19023,
14073,車路,,19024,名,,,馬路。車的通道。,,,488#660|751#1009|10227#14051,,,,tshia-lōo,chhia-lō͘,https://sutian.moe.edu.tw/zh-hant/su/14073/#19024,
14074,到手芳,,19025,名,,,到手香、左手香。植物名，多年生草本，全株被毛，具濃郁香氣，民間常用作消腫止癢的外用草藥，內服也有解熱止嘔的效果。,,,,,,,tò-tshiú-phang,tò-chhiú-phang,https://sutian.moe.edu.tw/zh-hant/su/14074/#19025,
14075,到尾,,19026,副,,,到最後。,,,,6777#9414|12047#16431|12051#16437,,,kàu-bué/kàu-bé,kàu-bóe/kàu-bé,https://sutian.moe.edu.tw/zh-hant/su/14075/#19026,
14075,到尾,,19027,連,,,到頭來。,,,,,,,kàu-bué/kàu-bé,kàu-bóe/kàu-bé,https://sutian.moe.edu.tw/zh-hant/su/14075/#19027,
14076,卸世卸眾,,19028,熟,,,丟人現眼。,,,3624#5073|3652#5104|7584#10549|7925#11004|18396|20006,,,,sià-sì-sià-tsìng,sià-sì-sià-chèng,https://sutian.moe.edu.tw/zh-hant/su/14076/#19028,
14077,呼請,,19029,動,,,呼叫請求、召喚請求。,,,,,,,hoo-tshiánn,ho͘-chhiáⁿ,https://sutian.moe.edu.tw/zh-hant/su/14077/#19029,
14077,呼請,,19030,動,,,用某種儀式召請神明或祖先降臨。,,,,,,,hoo-tshiánn,ho͘-chhiáⁿ,https://sutian.moe.edu.tw/zh-hant/su/14077/#19030,
14078,咇噗跳,,19031,動,,,因緊張或害怕而使得心跳加速。,,,,,,,phi̍h-pho̍k-thiàu,phi̍h-pho̍k-thiàu,https://sutian.moe.edu.tw/zh-hant/su/14078/#19031,
14079,和齊,,19032,形,,,一致。動作整齊劃一。,,,,,,,hô-tsê/hô-tsuê,hô-chê/hô-chôe,https://sutian.moe.edu.tw/zh-hant/su/14079/#19032,
14079,和齊,,19033,形,,,同心協力。,,,2244#3111,,,,hô-tsê/hô-tsuê,hô-chê/hô-chôe,https://sutian.moe.edu.tw/zh-hant/su/14079/#19033,
14080,孤佬,,19034,形,,,孤僻。,,,3822#5349|3865#5401|20010|27439#22011,29379#23030,,,koo-láu,ko͘-láu,https://sutian.moe.edu.tw/zh-hant/su/14080/#19034,
14080,孤佬,,19035,形,,,不近人情。,,,,,,,koo-láu,ko͘-láu,https://sutian.moe.edu.tw/zh-hant/su/14080/#19035,
14081,孤鳥,,19036,名,,,孤落單的鳥。比喻孤獨的人。,,,20011,,,,koo-tsiáu,ko͘-chiáu,https://sutian.moe.edu.tw/zh-hant/su/14081/#19036,境況、狀態-擬人
14082,孤跤手,,19037,熟,,,獨自一人，沒有幫手。,,,8276#11446,,,,koo-kha-tshiú,ko͘-kha-chhiú,https://sutian.moe.edu.tw/zh-hant/su/14082/#19037,
14083,宕,,19038,動,,,拖延、延宕。,,,3874#5415|3905#5464|3964#5596,,,,thōng,thōng,https://sutian.moe.edu.tw/zh-hant/su/14083/#19038,
14084,定貨,,19039,動,,,訂貨。,,,4334#6100,,,,tiānn-huè/tiānn-hè,tiāⁿ-hòe/tiāⁿ-hè,https://sutian.moe.edu.tw/zh-hant/su/14084/#19039,
14085,彼當陣,,19040,時,,,那時、那陣子。常合音為「向陣」hiàng-tsūn。,那時、那陣子。常合音為「向陣」hiàng-chūn。,,3912#5473|9756#13386|20012|20013|27266#22156|27267#21889,7588#10554|29822#23317,,,hit-tang-tsūn,hit-tang-chūn,https://sutian.moe.edu.tw/zh-hant/su/14085/#19040,
14086,往診,,19041,動,,,出診。醫生到病人家中看病。,,,,,,,óng-tsín,óng-chín,https://sutian.moe.edu.tw/zh-hant/su/14086/#19041,
14087,抹烏,,19042,動,,,抹黑。引申為醜化、誣陷及歪曲事實。,,,29197#22888,,,,buah-oo,boah-o͘,https://sutian.moe.edu.tw/zh-hant/su/14087/#19042,一般動詞-行為動詞
14088,抽懸,,19043,動,,,抽高。人在發育期明顯長高。,,,20016#23196,20015#22730,,,thiu-kuân,thiu-koân,https://sutian.moe.edu.tw/zh-hant/su/14088/#19043,
14088,抽懸,,19044,動,,,植物的莖幹抽高。,,,,,,,thiu-kuân,thiu-koân,https://sutian.moe.edu.tw/zh-hant/su/14088/#19044,
14089,抾肉幼仔,,19045,動,,,指撿拾人家剩下的部分。,,,,,,,khioh-bah-iù-á,khioh-bah-iù-á,https://sutian.moe.edu.tw/zh-hant/su/14089/#19045,
14089,抾肉幼仔,,19046,動,,,助拳、偷拳。比喻趁人在打架也順勢打人。,,,20017,,,,khioh-bah-iù-á,khioh-bah-iù-á,https://sutian.moe.edu.tw/zh-hant/su/14089/#19046,
14089,抾肉幼仔,,19047,動,,,引申坐享其成。,,,20018,,,,khioh-bah-iù-á,khioh-bah-iù-á,https://sutian.moe.edu.tw/zh-hant/su/14089/#19047,
14090,拄咧,,19048,副,,,剛好在…… 、正巧在…… 。正好在做某件事。,,,9749#13378,,,,tú-teh,tú-teh,https://sutian.moe.edu.tw/zh-hant/su/14090/#19048,
14091,拆白講,,19049,動,,,挑明說。,,,,,,,thiah-pe̍h-kóng,thiah-pe̍h-kóng,https://sutian.moe.edu.tw/zh-hant/su/14091/#19049,
14092,拍火,,19050,動,,,滅火、救火。,,,7326#10198,,,,phah-hué/phah-hé,phah-hóe/phah-hé,https://sutian.moe.edu.tw/zh-hant/su/14092/#19050,
14092,拍火,,19051,動,,,緊急支援做某事。,,,,,,,phah-hué/phah-hé,phah-hóe/phah-hé,https://sutian.moe.edu.tw/zh-hant/su/14092/#19051,
14093,拍速,,19052,動,,,打檔。操作汽車或機車的排檔裝置。,,,,,,,phah-sok,phah-sok,https://sutian.moe.edu.tw/zh-hant/su/14093/#19052,
14094,拍鳥帽,JPN182,19053,名,,,英國式鴨舌帽、狩獵帽。本詞,,,20020,,,,phah-tsiáu-bō,phah-chiáu-bō,https://sutian.moe.edu.tw/zh-hant/su/14094/#19053,
14095,放目,,19054,動,,,假裝沒看到、睜一隻眼閉一隻眼。,,,,,,,pàng-ba̍k,pàng-ba̍k,https://sutian.moe.edu.tw/zh-hant/su/14095/#19054,
14095,放目,,19055,動,,,寬容。,,,,,,,pàng-ba̍k,pàng-ba̍k,https://sutian.moe.edu.tw/zh-hant/su/14095/#19055,
14096,放伴,,19056,動,,,輪流互相幫忙。,,,27253#21879|28194#22437,,,,pàng-phuānn,pàng-phōaⁿ,https://sutian.moe.edu.tw/zh-hant/su/14096/#19056,
14097,放紙虎,,19057,動,,,寄黑函或用誹謗人的傳單來四處張貼、中傷別人。,,,,,,,pàng-tsuá-hóo,pàng-chóa-hó͘,https://sutian.moe.edu.tw/zh-hant/su/14097/#19057,
14098,放送頭,,19058,名,,,本指廣播電臺的放送亭、廣播站，後多指擴音器。,,,,,,,hòng-sàng-thâu,hòng-sàng-thâu,https://sutian.moe.edu.tw/zh-hant/su/14098/#19058,
14098,放送頭,,19059,名,,,引申指愛搬弄是非的人、大嘴巴。,,,,,,,hòng-sàng-thâu,hòng-sàng-thâu,https://sutian.moe.edu.tw/zh-hant/su/14098/#19059,
14099,放銃,,19060,動,,,開槍。,,,20021,,,,pàng-tshìng,pàng-chhèng,https://sutian.moe.edu.tw/zh-hant/su/14099/#19060,
14099,放銃,,19061,動,,,放槍、放炮。麻將用語。丟出一張牌，讓對方糊了，丟牌的動作叫「放銃」。,,,,,,,pàng-tshìng,pàng-chhèng,https://sutian.moe.edu.tw/zh-hant/su/14099/#19061,
14100,果子栽,,19062,名,,,果樹的樹苗。,,,,,,,kué-tsí-tsai/ké-tsí-tsai,kóe-chí-chai/ké-chí-chai,https://sutian.moe.edu.tw/zh-hant/su/14100/#19062,
14101,武車,,19063,名,,,指早期以載貨功能為主，車身較大、較重，貨架也較大，騎乘時較為穩定的腳踏車或機車。,,,20023,20025,,,bú-tshia,bú-chhia,https://sutian.moe.edu.tw/zh-hant/su/14101/#19063,交通、運輸
