編號,詞語,標籤,TL,POJ,TL/N.,POJ/N.,音檔,分類,類型
25985,三溫暖,,sam-un-luán,sam-un-loán,sam1-un1-loan2,sam1-un1-loan2,25985(1).mp3,理容、化妝,臺華共同詞
25986,下垂,,hā-suî,hā-sûi,ha7-sui5,ha7-sui5,25986(1).mp3,一般動詞-靜態動詞,臺華共同詞
25987,千古,,tshian-kóo,chhian-kó͘,chhian1-koo2,chhian1-ko͘2,25987(1).mp3,時間節令,臺華共同詞
25988,口才,,kháu-tsâi,kháu-châi,khau2-tsai5,khau2-tsai5,25988(1).mp3,才智能力,臺華共同詞
25989,士官,,sū-kuann,sū-koaⁿ,su7-koann1,su7-koaⁿ1,25989(1).mp3,相關用語,臺華共同詞
25990,大戶,,tuā-hōo,tōa-hō͘,toa7-hoo7,toa7-ho͘7,25990(1).mp3,地位、身世、背景,臺華共同詞
25991,大略,,tāi-lio̍k,tāi-lio̍k,tai7-liok8,tai7-liok8,25991(1).mp3,性質、程度,臺華共同詞
25992,大寫,,tuā-siá,tōa-siá,toa7-sia2,toa7-sia2,25992(1).mp3,語言、文字、符號,臺華共同詞
25993,大賣場,,tuā-bē-tiûnn/tuā-buē-tiûnn,tōa-bē-tiûⁿ/tōa-bōe-tiûⁿ,toa7-be7-tiunn5/toa7-boe7-tiunn5,toa7-be7-tiuⁿ5/toa7-boe7-tiuⁿ5,25993(1).mp3,相關用語,臺華共同詞
25994,女王,,lú-ông,lú-ông,lu2-ong5,lu2-ong5,25994(1).mp3,稱謂輩分,臺華共同詞
25995,小便,,siáu-piān,siáu-piān,siau2-pian7,siau2-pian7,25995(1).mp3,反應、表情,臺華共同詞
25996,小島,,sió-tó,sió-tó,sio2-to2,sio2-to2,25996(1).mp3,空間方位,臺華共同詞
25997,山坡,,suann-pho,soaⁿ-pho,soann1-pho1,soaⁿ1-pho1,25997(1).mp3,自然現象,臺華共同詞
25998,山脈,,suann-me̍h,soaⁿ-me̍h,soann1-meh8,soaⁿ1-meh8,25998(1).mp3,自然現象,臺華共同詞
25999,工研院,,Kang-gián-īnn,Kang-gián-īⁿ,Kang1-gian2-inn7,Kang1-gian2-inn7,25999(1).mp3,組織團體,臺華共同詞
26000,工商界,,kang-siong-kài,kang-siong-kài,kang1-siong1-kai3,kang1-siong1-kai3,26000(1).mp3,相關用語,臺華共同詞
26001,工期,,kang-kî,kang-kî,kang1-ki5,kang1-ki5,26001(1).mp3,時間節令|科技、工業,臺華共同詞
26002,才藝,,tsâi-gē,châi-gē,chai5-ge7,chai5-ge7,26002(1).mp3,才智能力,臺華共同詞
26003,中西,,tiong-se,tiong-se,tiong1-se1,tiong1-se1,26003(1).mp3,空間方位,臺華共同詞
26004,中南美,,Tiong-lâm-bí,Tiong-lâm-bí,Tiong1-lam5-bi2,Tiong1-lam5-bi2,26004(1).mp3,地理|空間方位,臺華共同詞
26005,中南海,,Tiong-lâm-hái,Tiong-lâm-hái,Tiong1-lam5-hai2,Tiong1-lam5-hai2,26005(1).mp3,地理|空間方位,臺華共同詞
26006,中美,,Tiong-bí,Tiong-bí,Tiong1-bi2,Tiong1-bi2,26006(1).mp3,地理|空間方位,臺華共同詞
26007,中原,,tiong-guân,tiong-goân,tiong1-goan5,tiong1-goan5,26007(1).mp3,地理|空間方位,臺華共同詞
26008,互信,,hōo-sìn,hō͘-sìn,hoo7-sin3,hou7-sin3,26008(1).mp3,待人處事,臺華共同詞
26009,互補,,hōo-póo,hō͘-pó͘,hoo7-poo2,hou7-pou2,26009(1).mp3,性質、程度,臺華共同詞
26010,五官,,ngóo-kuan,ngó͘-koan,ngoo2-kuan1,ngou2-koan1,26010(1).mp3,生理構造,臺華共同詞
26011,元老,,guân-ló,goân-ló,guan5-lo2,goan5-lo2,26011(1).mp3,地位、身世、背景,臺華共同詞
26012,內分泌,,lāi-hun-pì,lāi-hun-pì,lai7-hun1-pi3,lai7-hun1-pi3,26012(1).mp3,生理構造,臺華共同詞
26013,內勤,,lāi-khîn/lāi-khûn,lāi-khîn/lāi-khûn,lai7-khin5/lai7-khun5,lai7-khin5/lai7-khun5,26013(1).mp3,相關用語,臺華共同詞
26014,內褲,,lāi-khòo,lāi-khò͘,lai7-khoo3,lai7-khou3,26014(1).mp3,生活用品,臺華共同詞
26015,六輕,,La̍k-khin,La̍k-khin,Lak8-khin1,Lak8-khin1,26015(1).mp3,科技、工業,臺華共同詞
26016,公子,,kong-tsú,kong-chú,kong1-tsu2,kong1-tsu2,26016(1).mp3,稱謂輩分,臺華共同詞
26017,公立,,kong-li̍p,kong-li̍p,kong1-lip8,kong1-lip8,26017(1).mp3,性質、程度,臺華共同詞
26018,公有,,kong-iú,kong-iú,kong1-iu2,kong1-iu2,26018(1).mp3,性質、程度,臺華共同詞
26019,公私,,kong-su,kong-su,kong1-su1,kong1-su1,26019(1).mp3,交際應酬,臺華共同詞
26020,公約,,kong-iok,kong-iok,kong1-iok4,kong1-iok4,26020(1).mp3,生活狀況,臺華共同詞
26021,公厘,,kong-lî,kong-lî,kong1-li5,kong1-li5,26021(1).mp3,數詞、量詞,臺華共同詞
26022,公然,,kong-jiân/kong-liân,kong-jiân/kong-liân,kong1-jian5/kong1-lian5,kong1-jian5/kong1-lian5,26022(1).mp3,性質、程度,臺華共同詞
26023,公轉,,kong-tsuán,kong-choán,kong1-tsuan2,kong1-tsoan2,26023(1).mp3,自然現象,臺華共同詞
26024,分歧,,hun-kî,hun-kî,hun1-ki5,hun1-ki5,26024(1).mp3,性質、程度,臺華共同詞
26025,分校,,hun-hāu,hun-hāu,hun1-hau7,hun1-hau7,26025(1).mp3,組織團體,臺華共同詞
26026,分組,,hun-tsoo,hun-cho͘,hun1-tsoo1,hun1-tsou1,26026(1).mp3,一般動詞-靜態動詞,臺華共同詞
26027,化工,,huà-kang,hòa-kang,hua3-kang1,hoa3-kang1,26027(1).mp3,科技、工業,臺華共同詞
26028,反攻,,huán-kong,hoán-kong,huan2-kong1,hoan2-kong1,26028(1).mp3,軍事,臺華共同詞
26029,反問,,huán-mn̄g,hoán-mn̄g,huan2-mng7,hoan2-mng7,26029(1).mp3,一般動詞-行為動詞,臺華共同詞
26030,天王,,thian-ông,thian-ông,thian1-ong5,thian1-ong5,26030(1).mp3,相關用語,臺華共同詞
26031,天涯,,thian-gâi,thian-gâi,thian1-gai5,thian1-gai5,26031(1).mp3,空間方位,臺華共同詞
26032,天賦,,thian-hù,thian-hù,thian1-hu3,thian1-hu3,26032(1).mp3,才智能力,臺華共同詞
26033,引入,,ín-ji̍p/ín-li̍p,ín-ji̍p/ín-li̍p,in2-jip8/in2-lip8,in2-jip8/in2-lip8,26033(1).mp3,一般動詞-行為動詞,臺華共同詞
26034,心目中,,sim-bo̍k-tiong,sim-bo̍k-tiong,sim1-bok8-tiong1,sim1-bok8-tiong1,26034(1).mp3,心理活動,臺華共同詞
26035,心胸,,sim-hing,sim-heng,sim1-heng1,sim1-heng1,26035(1).mp3,道德評價,臺華共同詞
26036,手心,,tshiú-sim,chhiú-sim,chhiu2-sim1,chhiu2-sim1,26036(1).mp3,生理構造,臺華共同詞
26037,手套,,tshiú-thò,chhiú-thò,chhiu2-tho3,chhiu2-tho3,26037(1).mp3,生活用品,臺華共同詞
26038,手錶,,tshiú-pió,chhiú-pió,chhiu2-pio2,chhiu2-pio2,26038(1).mp3,生活用品,臺華共同詞
26039,文法,,bûn-huat,bûn-hoat,bun5-huat4,bun5-hoat4,26039(1).mp3,語言、文字、符號,臺華共同詞
26040,文壇,,bûn-tuânn,bûn-tôaⁿ,bun5-tuann5,bun5-toann5,26040(1).mp3,文學、藝術,臺華共同詞
26041,日商,,Ji̍t-siong/Li̍t-siong,Ji̍t-siong/Li̍t-siong,Jit8-siong1/Lit8-siong1,Jit8-siong1/Lit8-siong1,26041(1).mp3,相關用語,臺華共同詞
26042,比數,,pí-sòo,pí-sò͘,pi2-soo3,pi2-so͘3,26042(1).mp3,數詞、量詞,臺華共同詞
26043,毛筆,,môo-pit,mô͘-pit,moo5-pit4,mou5-pit4,26043(1).mp3,生活用品,臺華共同詞
26044,水床,,tsuí-tshn̂g,chúi-chhn̂g,chui2-chhng5,chui2-chhng5,26044(1).mp3,生活用品,臺華共同詞
26045,水鳥,,tsuí-tsiáu,chúi-chiáu,chui2-chiau2,chui2-chiau2,26045(1).mp3,禽類,臺華共同詞
26046,水量,,tsuí-liōng,chúi-liōng,chui2-liong7,chui2-liong7,26046(1).mp3,數詞、量詞,臺華共同詞
26047,水溫,,tsuí-un,chúi-un,chui2-un1,chui2-un1,26047(1).mp3,氣候溫度,臺華共同詞
26048,水壓,,tsuí-ap,chúi-ap,chui2-ap4,chui2-ap4,26048(1).mp3,自然現象,臺華共同詞
26049,火光,,hué-kng/hé-kng,hóe-kng/hé-kng,hue2-kng1/he2-kng1,hoe2-kng1/he2-kng1,26049(1).mp3,自然現象,臺華共同詞
26050,火警,,hué-kíng/hé-kíng,hóe-kéng/hé-kéng,hue2-king2/he2-king2,hoe2-keng2/he2-keng2,26050(1).mp3,災禍,臺華共同詞
26051,片廠,,phìnn-tshiúnn,phìⁿ-chhiúⁿ,phinn3-chhiunn2,phiⁿ3-chhiuⁿ2,26051(1).mp3,相關用語,臺華共同詞
26052,牛油,,gû-iû,gû-iû,gu5-iu5,gu5-iu5,26052(1).mp3,食物、飲料、煙酒,臺華共同詞
26053,世上,,sè-siōng,sè-siōng,se3-siong7,se3-siong7,26053(1).mp3,生養老死,臺華共同詞
26054,世家,,sè-ka,sè-ka,se3-ka1,se3-ka1,26054(1).mp3,宗族、家庭,臺華共同詞
26055,主食,,tsú-si̍t,chú-si̍t,chu2-sit8,chu2-sit8,26055(1).mp3,食物、飲料、煙酒,臺華共同詞
26056,主播,,tsú-pòo,chú-pò͘,chu2-poo3,chu2-po͘3,26056(1).mp3,相關用語,臺華共同詞
26057,充電,,tshiong-tiān,chhiong-tiān,chhiong1-tian7,chhiong1-tian7,26057(1).mp3,一般動詞-靜態動詞,臺華共同詞
26058,出庭,,tshut-tîng,chhut-têng,chhut4-teng5,chhut4-teng5,26058(1).mp3,法律,臺華共同詞
26059,出境,,tshut-kíng,chhut-kéng,chhut4-keng2,chhut4-keng2,26059(1).mp3,交通、運輸,臺華共同詞
26060,刊載,,khan-tsài,khan-chài,khan1-tsai3,khan1-tsai3,26060(1).mp3,相關用語,臺華共同詞
26061,加分,,ka-hun,ka-hun,ka1-hun1,ka1-hun1,26061(1).mp3,性質、程度,臺華共同詞
26062,功率,,kong-lu̍t,kong-lu̍t,kong1-lut8,kong1-lut8,26062(1).mp3,數詞、量詞,臺華共同詞
26063,北半球,,Pak-puànn-kiû,Pak-pòaⁿ-kiû,Pak4-poann3-kiu5,Pak4-poaⁿ3-kiu5,26063(1).mp3,地理|空間方位,臺華共同詞
26064,北歐,,Pak-au,Pak-au,Pak4-au1,Pak4-au1,26064(1).mp3,地理|空間方位,臺華共同詞
26065,占有率,,tsiàm-iú-lu̍t,chiàm-iú-lu̍t,chiam3-iu2-lut8,chiam3-iu2-lut8,26065(1).mp3,數詞、量詞,臺華共同詞
26066,占領,,tsiàm-niá,chiàm-niá,chiam3-nia2,chiam3-nia2,26066(1).mp3,軍事,臺華共同詞
26067,可貴,,khó-kuì,khó-kùi,kho2-kui3,kho2-kui3,26067(1).mp3,性質、程度,臺華共同詞
26068,古今,,kóo-kim,kó͘-kim,koo2-kim1,kou2-kim1,26068(1).mp3,時間節令,臺華共同詞
26069,古物,,kóo-bu̍t,kó͘-bu̍t,koo2-but8,kou2-but8,26069(1).mp3,生活用品,臺華共同詞
26070,史料,,sú-liāu,sú-liāu,su2-liau7,su2-liau7,26070(1).mp3,教育、學術,臺華共同詞
26071,臺胞,,Tâi-pau,Tâi-pau,Tai5-pau1,Tai5-pau1,26071(1).mp3,稱謂輩分,臺華共同詞
26072,臺鐵,,Tâi-thih,Tâi-thih,Tai5-thih4,Tai5-thih4,26072(1).mp3,旅運設施,臺華共同詞
26073,句點,,kù-tiám,kù-tiám,ku3-tiam2,ku3-tiam2,26073(1).mp3,語言、文字、符號,臺華共同詞
26074,四輪,,sì-lián,sì-lián,si3-lian2,si3-lian2,26074(1).mp3,旅運設施,臺華共同詞
26075,囚犯,,siû-huān,siû-hoān,siu5-hoan7,siu5-hoan7,26075(1).mp3,相關用語,臺華共同詞
26076,外包,,guā-pau,gōa-pau,gua7-pau1,goa7-pau1,26076(1).mp3,相關用語,臺華共同詞
26077,外海,,guā-hái,gōa-hái,gua7-hai2,goa7-hai2,26077(1).mp3,空間方位,臺華共同詞
26078,外野,,guā-iá,gōa-iá,gua7-ia2,goa7-ia2,26078(1).mp3,體育、運動,臺華共同詞
26079,外傷,,guā-siong,gōa-siong,gua7-siong1,goa7-siong1,26079(1).mp3,傷疾病痛,臺華共同詞
26080,外籍,,guā-tsi̍k,gōa-che̍k,gua7-tsik8,goa7-chek8,26080(1).mp3,地位、身世、背景,臺華共同詞
26081,失真,,sit-tsin,sit-chin,sit4-chin1,sit4-chin1,26081(1).mp3,一般動詞-靜態動詞,臺華共同詞
26082,失落,,sit-lo̍h,sit-lo̍h,sit4-loh8,sit4-loh8,26082(1).mp3,心理狀態,臺華共同詞
26083,奴隸,,lôo-lē,lô͘-lē,loo5-le7,lou5-le7,26083(1).mp3,泛稱|地位、身世、背景,臺華共同詞
26084,孕育,,īn-io̍k,īn-io̍k,in7-iok8,in7-iok8,26084(1).mp3,生養老死,臺華共同詞
26085,平反,,pîng-huán,pêng-hoán,peng5-hoan2,peng5-hoan2,26085(1).mp3,一般動詞-行為動詞,臺華共同詞
26086,本文,,pún-bûn,pún-bûn,pun2-bun5,pun2-bun5,26086(1).mp3,語言、文字、符號,臺華共同詞
26087,本金,,pún-kim,pún-kim,pun2-kim1,pun2-kim1,26087(1).mp3,錢財資產,臺華共同詞
26088,本票,,pún-phiò,pún-phiò,pun2-phio3,pun2-phio3,26088(1).mp3,財務單位、活動,臺華共同詞
26089,本壘,,pún-luí,pún-lúi,pun2-lui2,pun2-lui2,26089(1).mp3,體育、運動,臺華共同詞
26090,民怨,,bîn-uàn,bîn-oàn,bin5-uan3,bin5-oan3,26090(1).mp3,財務單位、活動,臺華共同詞
26091,犯案,,huān-àn,hoān-àn,huan7-an3,hoan7-an3,26091(1).mp3,法律,臺華共同詞
26092,玉山,,Gio̍k-san,Gio̍k-san,Giok8-san1,Giok8-san1,26092(1).mp3,地理|空間方位,臺華共同詞
26093,生化,,sing-huà,seng-hòa,seng1-hoa3,seng1-hoa3,26093(1).mp3,相關用語,臺華共同詞
26094,用法,,iōng-huat,iōng-hoat,iong7-huat4,iong7-hoat4,26094(1).mp3,生活狀況,臺華共同詞
26095,交貨,,kau-huè/kau-hè,kau-hòe/kau-hè,kau1-hue3/kau1-he3,kau1-hoe3/kau1-he3,26095(1).mp3,相關用語,臺華共同詞
26096,交戰,,kau-tsiàn,kau-chiàn,kau1-tsian3,kau1-chian3,26096(1).mp3,軍事,臺華共同詞
26097,任內,,jīm-lāi/līm-lāi,jīm-lāi/līm-lāi,jim7-lai7/lim7-lai7,jim7-lai7/lim7-lai7,26097(1).mp3,時間節令,臺華共同詞
26098,光臨,,kong-lîm,kong-lîm,kong1-lim5,kong1-lim5,26098(1).mp3,相關用語,臺華共同詞
26099,兇惡,,hiong-ok,hiong-ok,hiong1-ok4,hiong1-ok4,26099(1).mp3,反應、表情|體態樣貌|氣質態度|待人處事,臺華共同詞
26100,全文,,tsuân-bûn,choân-bûn,choan5-bun5,choan5-bun5,26100(1).mp3,性質、程度,臺華共同詞
26101,全能,,tsuân-lîng,choân-lêng,choan5-leng5,choan5-leng5,26101(1).mp3,性質、程度,臺華共同詞
26102,共和,,kiōng-hô,kiōng-hô,kiong7-ho5,kiong7-ho5,26102(1).mp3,政治,臺華共同詞
26103,冰涼,,ping-liâng,peng-liâng,peng1-liang5,peng1-liang5,26103(1).mp3,氣候溫度,臺華共同詞
26104,列席,,lia̍t-si̍k,lia̍t-se̍k,liat8-sik8,liat8-sek8,26104(1).mp3,一般動詞-靜態動詞,臺華共同詞
26105,同性,,tông-sìng,tông-sèng,tong5-seng3,tong5-seng3,26105(1).mp3,性別、婚姻,臺華共同詞
26106,各國,,kok-kok,kok-kok,kok4-kok4,kok4-kok4,26106(1).mp3,國家、社會、民眾,臺華共同詞
26107,名次,,miâ-tshù,miâ-chhù,mia5-tshu3,mia5-chhu3,26107(1).mp3,體育、運動,臺華共同詞
26108,名條,,miâ-tiâu,miâ-tiâu,mia5-tiau5,mia5-tiau5,26108(1).mp3,生活狀況,臺華共同詞
26109,名譽,,bîng-ū,bêng-ū,bing5-u7,beng5-u7,26109(1).mp3,道德評價,臺華共同詞
26110,合資,,ha̍p-tsu,ha̍p-chu,hap8-tsu1,hap8-tsu1,26110(1).mp3,相關用語|財務單位、活動,臺華共同詞
26111,因緣,,in-iân,in-iân,in1-ian5,in1-ian5,26111(1).mp3,交際應酬,臺華共同詞
26112,回教,,Huê-kàu/Hê-kàu,Hôe-kàu/Hê-kàu,Hue5-kau3/He5-kau3,Hoe5-kau3/He5-kau3,26112(1).mp3,神明、鬼怪、教派,臺華共同詞
26113,地層,,tē-tsân/tuē-tsân,tē-chân/tōe-chân,te7-chan5/toe7-chan5,te7-chan5/toe7-chan5,26113(1).mp3,地理|自然現象,臺華共同詞
26114,地標,,tē-piau/tuē-piau,tē-piau/tōe-piau,te7-piau1/toe7-piau1,te7-piau1/toe7-piau1,26114(1).mp3,地理,臺華共同詞
26115,好感,,hó-kám,hó-kám,ho2-kam2,ho2-kam2,26115(1).mp3,交際應酬,臺華共同詞
26116,如來,,Jû-lâi/Lû-lâi,Jû-lâi/Lû-lâi,Ju5-lai5/Lu5-lai5,Ju5-lai5/Lu5-lai5,26116(1).mp3,神明、鬼怪、教派,臺華共同詞
26117,字型,,jī-hîng/lī-hîng,jī-hêng/lī-hêng,ji7-hing5/li7-hing5,ji7-heng5/li7-heng5,26117(1).mp3,語言、文字、符號,臺華共同詞
26118,尖刀,,tsiam-to,chiam-to,chiam1-to1,chiam1-to1,26118(1).mp3,生活用品,臺華共同詞
26119,年金,,nî-kim,nî-kim,ni5-kim1,ni5-kim1,26119(1).mp3,錢財資產,臺華共同詞
26120,年費,,nî-huì,nî-hùi,ni5-hui3,ni5-hui3,26120(1).mp3,財務單位、活動,臺華共同詞
26121,年鑑,,nî-kàm,nî-kàm,ni5-kam3,ni5-kam3,26121(1).mp3,生活用品,臺華共同詞
26122,成因,,sîng-in,sêng-in,seng5-in1,seng5-in1,26122(1).mp3,境況、狀態-擬事|境況、狀態-擬物,臺華共同詞
26123,收件,,siu-kiānn,siu-kiāⁿ,siu1-kiann7,siu1-kiaⁿ7,26123(1).mp3,郵電、網路,臺華共同詞
26124,收押,,siu-ah,siu-ah,siu1-ah4,siu1-ah4,26124(1).mp3,法律,臺華共同詞
26125,死傷,,sí-siong,sí-siong,si2-siong1,si2-siong1,26125(1).mp3,災禍,臺華共同詞
26126,汗水,,kuānn-tsuí,kōaⁿ-chúi,kuann7-tsui2,koann7-tsui2,26126(1).mp3,生活勞動,臺華共同詞
26127,百年,,pah-nî,pah-nî,pah4-ni5,pah4-ni5,26127(1).mp3,時間節令,臺華共同詞
26128,肉類,,bah-luī,bah-lūi,bah4-lui7,bah4-lui7,26128(1).mp3,食物、飲料、煙酒,臺華共同詞
26129,自用,,tsū-iōng,chū-iōng,chu7-iong7,chu7-iong7,26129(1).mp3,生活狀況,臺華共同詞
26130,自助,,tsū-tsōo,chū-chō͘,chu7-choo7,chu7-cho͘7,26130(1).mp3,生活狀況,臺華共同詞
26131,自衛,,tsū-uē,chū-ōe,chu7-oe7,chu7-oe7,26131(1).mp3,生活狀況,臺華共同詞
26132,血癌,,hueh-gâm/huih-gâm,hoeh-gâm/huih-gâm,hueh4-gam5/huih4-gam5,hoeh4-gam5/huih4-gam5,26132(1).mp3,傷疾病痛,臺華共同詞
26133,行文,,hîng-bûn,hêng-bûn,hing5-bun5,heng5-bun5,26133(1).mp3,相關用語,臺華共同詞
26134,行事曆,,hîng-sū-li̍k,hêng-sū-le̍k,hing5-su7-lik8,heng5-su7-lek8,26134(1).mp3,生活用品,臺華共同詞
26135,行員,,hâng-uân,hâng-oân,hang5-uan5,hang5-oan5,26135(1).mp3,相關用語,臺華共同詞
26136,西區,,se-khu,se-khu,se1-khu1,se1-khu1,26136(1).mp3,空間方位,臺華共同詞
26137,串聯,,tshuàn-liân,chhoàn-liân,chhoan3-lian5,chhoan3-lian5,26137(1).mp3,一般動詞-靜態動詞,臺華共同詞
26138,佛學,,Hu̍t-ha̍k,Hu̍t-ha̍k,Hut8-hak8,Hut8-hak8,26138(1).mp3,相關器具、活動,臺華共同詞
26139,伸長,,tshun-tn̂g,chhun-tn̂g,chhun1-tng5,chhun1-tng5,26139(1).mp3,一般動詞-行為動詞,臺華共同詞
26140,免不了,,bián-put-liáu,bián-put-liáu,bian2-put4-liau2,bian2-put4-liau2,26140(1).mp3,一般動詞-靜態動詞,臺華共同詞
26141,免除,,bián-tû,bián-tû,bian2-tu5,bian2-tu5,26141(1).mp3,一般動詞-靜態動詞,臺華共同詞
26142,判刑,,phuànn-hîng,phòaⁿ-hêng,phoann3-heng5,phoaⁿ3-heng5,26142(1).mp3,相關用語,臺華共同詞
26143,利害,,lī-hāi,lī-hāi,li7-hai7,li7-hai7,26143(1).mp3,相關用語,臺華共同詞
26144,劫機,,kiap-ki,kiap-ki,kiap4-ki1,kiap4-ki1,26144(1).mp3,災禍,臺華共同詞
26145,吳郭魚,,ngôo-kueh-hî/ngôo-kueh-hû,ngô͘-koeh-hî/ngô͘-koeh-hû,ngoo5-kueh4-hi5/ngoo5-kueh4-hu5,ngou5-koeh4-hi5/ngou5-koeh4-hu5,26145(1).mp3,魚蝦海獸|食物、飲料、煙酒,臺華共同詞
26146,告辭,,kò-sî,kò-sî,ko3-si5,ko3-si5,26146(1).mp3,交際應酬,臺華共同詞
26147,含意,,hâm-ì,hâm-ì,ham5-i3,ham5-i3,26147(1).mp3,事、物泛稱,臺華共同詞
26148,壯麗,,tsòng-lē,chòng-lē,chong3-le7,chong3-le7,26148(1).mp3,形貌、體積,臺華共同詞
26149,宏觀,,hông-kuan,hông-koan,hong5-kuan1,hong5-koan1,26149(1).mp3,氣質態度,臺華共同詞
26150,序幕,,sū-bōo,sū-bō͘,su7-boo7,su7-bo͘7,26150(1).mp3,戲劇、音樂,臺華共同詞
26151,床鋪,,tshn̂g-phoo,chhn̂g-pho͘,chhng5-phoo1,chhng5-pho͘1,26151(1).mp3,生活用品,臺華共同詞
26152,忍者,,jím-tsiá/lím-tsiá,jím-chiá/lím-chiá,jim2-tsia2/lim2-tsia2,jim2-chia2/lim2-chia2,26152(1).mp3,相關用語,臺華共同詞
26153,戒心,,kài-sim,kài-sim,kai3-sim1,kai3-sim1,26153(1).mp3,心理狀態,臺華共同詞
26154,抗衡,,khòng-hîng,khòng-hêng,khong3-hing5,khong3-heng5,26154(1).mp3,生活勞動,臺華共同詞
26155,投球,,tâu-kiû,tâu-kiû,tau5-kiu5,tau5-kiu5,26155(1).mp3,體育、運動,臺華共同詞
26156,改寫,,kái-siá,kái-siá,kai2-sia2,kai2-sia2,26156(1).mp3,文學、藝術,臺華共同詞
26157,攻讀,,kong-tho̍k,kong-tho̍k,kong1-thok8,kong1-thok8,26157(1).mp3,教育、學術,臺華共同詞
26158,村長,,tshun-tiúnn,chhun-tiúⁿ,chhun1-tiunn2,chhun1-tiuⁿ2,26158(1).mp3,稱謂輩分,臺華共同詞
26159,求職,,kiû-tsit,kiû-chit,kiu5-tsit4,kiu5-chit4,26159(1).mp3,相關用語,臺華共同詞
26160,決戰,,kuat-tsiàn,koat-chiàn,kuat4-tsian3,koat4-chian3,26160(1).mp3,軍事,臺華共同詞
26161,私底下,,su-té-hā/su-tué-hā,su-té-hā/su-tóe-hā,su1-te2-ha7/su1-toe2-ha7,su1-te2-ha7/su1-toe2-ha7,26161(1).mp3,待人處事,臺華共同詞
26162,走漏,,tsáu-lāu,cháu-lāu,chau2-lau7,chau2-lau7,26162(1).mp3,一般動詞-靜態動詞,臺華共同詞
26163,車展,,tshia-tián,chhia-tián,chhia1-tian2,chhia1-tian2,26163(1).mp3,休閒、娛樂,臺華共同詞
26164,防火,,hông-hué/hông-hé,hông-hóe/hông-hé,hong5-hue2/hong5-he2,hong5-hoe2/hong5-he2,26164(1).mp3,生活狀況,臺華共同詞
26165,防毒,,hông-to̍k,hông-to̍k,hong5-tok8,hong5-tok8,26165(1).mp3,生活狀況,臺華共同詞
26166,防護,,hông-hōo,hông-hō͘,hong5-hoo7,hong5-hou7,26166(1).mp3,一般動詞-靜態動詞,臺華共同詞
26167,兩難,,lióng-lân,lióng-lân,liong2-lan5,liong2-lan5,26167(1).mp3,性質、程度,臺華共同詞
26168,受益,,siū-ik,siū-ek,siu7-ek4,siu7-ek4,26168(1).mp3,生活狀況,臺華共同詞
26169,受騙,,siū-phiàn,siū-phiàn,siu7-phian3,siu7-phian3,26169(1).mp3,災禍,臺華共同詞
26170,味覺,,bī-kak,bī-kak,bi7-kak4,bi7-kak4,26170(1).mp3,感官動作,臺華共同詞
26171,周詳,,tsiu-siông,chiu-siông,chiu1-siong5,chiu1-siong5,26171(1).mp3,性質、程度,臺華共同詞
26172,夜間,,iā-kan,iā-kan,ia7-kan1,ia7-kan1,26172(1).mp3,時間節令,臺華共同詞
26173,奉獻,,hōng-hiàn,hōng-hiàn,hong7-hian3,hong7-hian3,26173(1).mp3,一般動詞-行為動詞,臺華共同詞
26174,奈何,,nāi-hô,nāi-hô,nai7-ho5,nai7-ho5,26174(1).mp3,境況、狀態-擬事,臺華共同詞
26175,委屈,,uí-khut,úi-khut,ui2-khut4,ui2-khut4,26175(1).mp3,心理狀態,臺華共同詞
26176,季刊,,kuì-khan,kùi-khan,kui3-khan1,kui3-khan1,26176(1).mp3,休閒、娛樂,臺華共同詞
26177,定點,,tīng-tiám,tēng-tiám,teng7-tiam2,teng7-tiam2,26177(1).mp3,空間方位,臺華共同詞
26178,岸邊,,huānn-pinn,hōaⁿ-piⁿ,huann7-pinn1,hoann7-pinn1,26178(1).mp3,空間方位,臺華共同詞
26179,底線,,té-suànn/tué-suànn,té-sòaⁿ/tóe-sòaⁿ,te2-soann3/toe2-soann3,te2-soaⁿ3/toe2-soaⁿ3,26179(1).mp3,性質、程度,臺華共同詞
26180,延燒,,iân-sio,iân-sio,ian5-sio1,ian5-sio1,26180(1).mp3,一般動詞-靜態動詞,臺華共同詞
26181,怪怪,,kuài-kuài,koài-koài,kuai3-kuai3,koai3-koai3,26181(1).mp3,,臺華共同詞
26182,所致,,sóo-tì,só͘-tì,soo2-ti3,so͘2-ti3,26182(1).mp3,,臺華共同詞
26183,抽換,,thiu-uānn,thiu-ōaⁿ,thiu1-oann7,thiu1-oaⁿ7,26183(1).mp3,一般動詞-行為動詞,臺華共同詞
26184,抽驗,,thiu-giām,thiu-giām,thiu1-giam7,thiu1-giam7,26184(1).mp3,生活勞動,臺華共同詞
26185,拖吊車,,thua-tiàu-tshia,thoa-tiàu-chhia,thoa1-tiau3-chhia1,thoa1-tiau3-chhia1,26185(1).mp3,旅運設施,臺華共同詞
26186,放任,,hòng-jīm/hòng-līm,hòng-jīm/hòng-līm,hong3-jim7/hong3-lim7,hong3-jim7/hong3-lim7,26186(1).mp3,個性風格|氣質態度,臺華共同詞
26187,放空,,pàng-khang,pàng-khang,pang3-khang1,pang3-khang1,26187(1).mp3,反應、表情,臺華共同詞
26188,放射,,hòng-siā,hòng-siā,hong3-sia7,hong3-sia7,26188(1).mp3,一般動詞-靜態動詞,臺華共同詞
